fold,origin_id,candidate_id,arm,lambda,scaling,macro_f1,brier,mae_bp,inner_n
3,decision_close_2023_3,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all,1.0,fixed,0.23148148148148148,0.6256478582608215,80.19230339567004,47
3,decision_close_2023_3,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation,0.01,fixed,0.4678362573099415,0.5626510156579244,108.63557204352148,47
3,decision_close_2023_3,history_qwen_inflation|lambda=0.1|scaling=fixed,history_qwen_inflation,0.1,fixed,0.4201513341298287,0.5410086982758958,91.7502305062434,47
3,decision_close_2023_3,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation,1.0,fixed,0.23148148148148148,0.6258870979859915,80.85828478090144,47
3,decision_close_2023_3,history_qwen_demand|lambda=0.01|scaling=fixed,history_qwen_demand,0.01,fixed,0.45314900153609833,0.6082394234236376,106.2957252944319,47
3,decision_close_2023_3,history_qwen_demand|lambda=0.1|scaling=fixed,history_qwen_demand,0.1,fixed,0.4201513341298287,0.5510348912604471,89.76579086968482,47
3,decision_close_2023_3,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand,1.0,fixed,0.23148148148148148,0.6271896760799089,79.99361098324279,47
3,decision_close_2023_3,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward,0.01,fixed,0.4413793103448276,0.5781709462364175,102.56266334226943,47
3,decision_close_2023_3,history_qwen_forward|lambda=0.1|scaling=fixed,history_qwen_forward,0.1,fixed,0.3972323972323972,0.5518430570589056,87.27221097385225,47
3,decision_close_2023_3,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward,1.0,fixed,0.23148148148148148,0.6283984630200544,78.07294708886918,47
3,decision_close_2023_3,history_qwen_scores_only|lambda=0.01|scaling=fixed,history_qwen_scores_only,0.01,fixed,0.42036124794745483,0.6133107598630348,111.75019457628831,47
3,decision_close_2023_3,history_qwen_scores_only|lambda=0.1|scaling=fixed,history_qwen_scores_only,0.1,fixed,0.3934294871794872,0.5473512336393244,91.43538803455863,47
3,decision_close_2023_3,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only,1.0,fixed,0.23148148148148148,0.6315118102557968,78.31619015753296,47
3,decision_close_2023_3,history_qwen_missing_only|lambda=0.01|scaling=fixed,history_qwen_missing_only,0.01,fixed,0.45314900153609833,0.5825455041599803,104.60565547535765,47
3,decision_close_2023_3,history_qwen_missing_only|lambda=0.1|scaling=fixed,history_qwen_missing_only,0.1,fixed,0.4201513341298287,0.5528550595104826,89.12980446591101,47
3,decision_close_2023_3,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only,1.0,fixed,0.23148148148148148,0.6244033423245491,80.81947057883491,47
3,decision_close_2023_3,proxy_market|lambda=0.01|scaling=fixed,proxy_market,0.01,fixed,0.5189499695131735,0.6528525800420267,134.4054149239723,47
3,decision_close_2023_3,proxy_market|lambda=0.1|scaling=fixed,proxy_market,0.1,fixed,0.4958419958419958,0.5376781934857346,105.46563177339983,47
3,decision_close_2023_3,proxy_market|lambda=1|scaling=fixed,proxy_market,1.0,fixed,0.33410138248847926,0.6041287923074316,86.03352819940679,47
3,decision_close_2023_3,proxy_market_lsa|lambda=0.01|scaling=row_only,proxy_market_lsa,0.01,row_only,0.5189499695131735,0.6415053146548613,133.18800808497767,47
3,decision_close_2023_3,proxy_market_lsa|lambda=0.1|scaling=row_only,proxy_market_lsa,0.1,row_only,0.4797344514325646,0.535400611256563,105.1931526564777,47
3,decision_close_2023_3,proxy_market_lsa|lambda=1|scaling=row_only,proxy_market_lsa,1.0,row_only,0.33410138248847926,0.6014803604062017,86.16121637078389,47
3,decision_close_2023_3,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa,0.01,column_standardized,0.5326797385620915,0.6397356353051835,132.89834489890248,47
3,decision_close_2023_3,proxy_market_lsa|lambda=0.1|scaling=column_standardized,proxy_market_lsa,0.1,column_standardized,0.4715099715099715,0.5161102348988923,101.42103602653377,47
3,decision_close_2023_3,proxy_market_lsa|lambda=1|scaling=column_standardized,proxy_market_lsa,1.0,column_standardized,0.35651026945543624,0.5709584159802172,86.2954318189561,47
3,decision_close_2023_3,history_transformer|lambda=0.01|scaling=fixed,history_transformer,0.01,fixed,0.4161469161469162,0.6444099208338868,85.60017268201608,47
3,decision_close_2023_3,history_transformer|lambda=0.1|scaling=fixed,history_transformer,0.1,fixed,0.3990216631726066,0.6090972355069708,84.80872831058838,47
3,decision_close_2023_3,history_transformer|lambda=1|scaling=fixed,history_transformer,1.0,fixed,0.3990216631726066,0.5722052533852308,90.47776752233992,47
4,decision_close_2023_4,history|lambda=0.01|scaling=fixed,history,0.01,fixed,0.45234189903408056,0.5457892866418538,101.00397401702288,48
4,decision_close_2023_4,history|lambda=0.1|scaling=fixed,history,0.1,fixed,0.39627039627039623,0.5286521252596135,85.68569185564087,48
4,decision_close_2023_4,history|lambda=1|scaling=fixed,history,1.0,fixed,0.23423423423423426,0.6196768794190125,77.30738688378428,48
4,decision_close_2023_4,history_tfidf|lambda=0.01|scaling=row_only,history_tfidf,0.01,row_only,0.4564330737856878,0.5248903781599387,93.6653910726646,48
4,decision_close_2023_4,history_tfidf|lambda=0.1|scaling=row_only,history_tfidf,0.1,row_only,0.39627039627039623,0.5191739884036001,84.6808239902473,48
4,decision_close_2023_4,history_tfidf|lambda=1|scaling=row_only,history_tfidf,1.0,row_only,0.23423423423423426,0.614948433851182,77.49471736198062,48
4,decision_close_2023_4,history_tfidf|lambda=0.01|scaling=column_standardized,history_tfidf,0.01,column_standardized,0.4821869488536155,0.5916355000963415,74.72784502810438,48
4,decision_close_2023_4,history_tfidf|lambda=0.1|scaling=column_standardized,history_tfidf,0.1,column_standardized,0.49004329004329006,0.5563013850617525,74.68582737157978,48
4,decision_close_2023_4,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf,1.0,column_standardized,0.49004329004329006,0.5084087234964308,74.26609057447875,48
4,decision_close_2023_4,history_lsa|lambda=0.01|scaling=row_only,history_lsa,0.01,row_only,0.4672619047619048,0.5586717051349831,107.43648626592044,48
4,decision_close_2023_4,history_lsa|lambda=0.1|scaling=row_only,history_lsa,0.1,row_only,0.39627039627039623,0.5203716125892677,87.50946339407562,48
4,decision_close_2023_4,history_lsa|lambda=1|scaling=row_only,history_lsa,1.0,row_only,0.23423423423423426,0.6138151913397148,77.88795083775825,48
4,decision_close_2023_4,history_lsa|lambda=0.01|scaling=column_standardized,history_lsa,0.01,column_standardized,0.4688393367638651,0.6079308659283096,109.41348062055022,48
4,decision_close_2023_4,history_lsa|lambda=0.1|scaling=column_standardized,history_lsa,0.1,column_standardized,0.45949820788530465,0.5135638733809079,99.61485479941746,48
4,decision_close_2023_4,history_lsa|lambda=1|scaling=column_standardized,history_lsa,1.0,column_standardized,0.2725306416726748,0.5665068031629813,81.38458667560336,48
4,decision_close_2023_4,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all,0.01,fixed,0.43091334894613587,0.6156349426329797,109.91069071755199,48
4,decision_close_2023_4,history_qwen_all|lambda=0.1|scaling=fixed,history_qwen_all,0.1,fixed,0.42283950617283955,0.5531566959314657,90.2851387105937,48
4,decision_close_2023_4,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all,1.0,fixed,0.23423423423423426,0.6149473891998268,78.5262959069346,48
4,decision_close_2023_4,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation,0.01,fixed,0.4708097928436912,0.5518132735055662,106.40479285808662,48
4,decision_close_2023_4,history_qwen_inflation|lambda=0.1|scaling=fixed,history_qwen_inflation,0.1,fixed,0.42283950617283955,0.5313775412434905,89.84734687559444,48
4,decision_close_2023_4,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation,1.0,fixed,0.23423423423423426,0.6154635203373193,79.26970409240134,48
4,decision_close_2023_4,history_qwen_demand|lambda=0.01|scaling=fixed,history_qwen_demand,0.01,fixed,0.4564330737856878,0.5964649031780835,104.19078552077245,48
4,decision_close_2023_4,history_qwen_demand|lambda=0.1|scaling=fixed,history_qwen_demand,0.1,fixed,0.42283950617283955,0.5410681030177136,87.9867054754722,48
4,decision_close_2023_4,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand,1.0,fixed,0.23423423423423426,0.6166322786586879,78.36181851139436,48
4,decision_close_2023_4,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward,0.01,fixed,0.4444444444444444,0.5667421810659358,100.69259086216975,48
4,decision_close_2023_4,history_qwen_forward|lambda=0.1|scaling=fixed,history_qwen_forward,0.1,fixed,0.4000000000000001,0.5418117885330038,85.68241036686736,48
4,decision_close_2023_4,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward,1.0,fixed,0.23423423423423426,0.6178273239668987,76.4863937299547,48
4,decision_close_2023_4,history_qwen_scores_only|lambda=0.01|scaling=fixed,history_qwen_scores_only,0.01,fixed,0.4238095238095238,0.6012987170848424,109.72828217190981,48
