fold,origin_id,origin_date,arm,inner_n,direction_candidate,magnitude_candidate,probability_candidate
25,decision_close_2025_1,2025-01-23,history_qwen_demand,69,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
25,decision_close_2025_1,2025-01-23,history_qwen_forward,69,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
25,decision_close_2025_1,2025-01-23,history_qwen_scores_only,69,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
25,decision_close_2025_1,2025-01-23,history_qwen_missing_only,69,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.01|scaling=fixed
25,decision_close_2025_1,2025-01-23,proxy_market,69,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
25,decision_close_2025_1,2025-01-23,proxy_market_lsa,69,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
25,decision_close_2025_1,2025-01-23,history_transformer,69,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
26,decision_close_2025_2,2025-03-06,history,70,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.01|scaling=fixed
26,decision_close_2025_2,2025-03-06,history_tfidf,70,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=0.001|scaling=column_standardized,history_tfidf|lambda=0.01|scaling=row_only
26,decision_close_2025_2,2025-03-06,history_lsa,70,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
26,decision_close_2025_2,2025-03-06,history_qwen_all,70,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
26,decision_close_2025_2,2025-03-06,history_qwen_inflation,70,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.01|scaling=fixed
26,decision_close_2025_2,2025-03-06,history_qwen_demand,70,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
26,decision_close_2025_2,2025-03-06,history_qwen_forward,70,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
26,decision_close_2025_2,2025-03-06,history_qwen_scores_only,70,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
26,decision_close_2025_2,2025-03-06,history_qwen_missing_only,70,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.01|scaling=fixed
26,decision_close_2025_2,2025-03-06,proxy_market,70,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
26,decision_close_2025_2,2025-03-06,proxy_market_lsa,70,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
26,decision_close_2025_2,2025-03-06,history_transformer,70,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
27,decision_close_2025_3,2025-03-20,history,71,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.1|scaling=fixed
27,decision_close_2025_3,2025-03-20,history_tfidf,71,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=0.001|scaling=column_standardized,history_tfidf|lambda=10|scaling=column_standardized
27,decision_close_2025_3,2025-03-20,history_lsa,71,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
27,decision_close_2025_3,2025-03-20,history_qwen_all,71,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
27,decision_close_2025_3,2025-03-20,history_qwen_inflation,71,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.1|scaling=fixed
27,decision_close_2025_3,2025-03-20,history_qwen_demand,71,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
27,decision_close_2025_3,2025-03-20,history_qwen_forward,71,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
27,decision_close_2025_3,2025-03-20,history_qwen_scores_only,71,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
27,decision_close_2025_3,2025-03-20,history_qwen_missing_only,71,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.1|scaling=fixed
27,decision_close_2025_3,2025-03-20,proxy_market,71,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
27,decision_close_2025_3,2025-03-20,proxy_market_lsa,71,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
27,decision_close_2025_3,2025-03-20,history_transformer,71,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
28,decision_close_2025_4,2025-04-17,history,72,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.1|scaling=fixed
28,decision_close_2025_4,2025-04-17,history_tfidf,72,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=0.001|scaling=column_standardized,history_tfidf|lambda=10|scaling=column_standardized
28,decision_close_2025_4,2025-04-17,history_lsa,72,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
28,decision_close_2025_4,2025-04-17,history_qwen_all,72,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
28,decision_close_2025_4,2025-04-17,history_qwen_inflation,72,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.1|scaling=fixed
28,decision_close_2025_4,2025-04-17,history_qwen_demand,72,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
28,decision_close_2025_4,2025-04-17,history_qwen_forward,72,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
28,decision_close_2025_4,2025-04-17,history_qwen_scores_only,72,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
28,decision_close_2025_4,2025-04-17,history_qwen_missing_only,72,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.1|scaling=fixed
28,decision_close_2025_4,2025-04-17,proxy_market,72,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
28,decision_close_2025_4,2025-04-17,proxy_market_lsa,72,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
28,decision_close_2025_4,2025-04-17,history_transformer,72,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
29,decision_close_2025_5,2025-06-19,history,73,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.1|scaling=fixed
29,decision_close_2025_5,2025-06-19,history_tfidf,73,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=0.001|scaling=column_standardized,history_tfidf|lambda=10|scaling=column_standardized
29,decision_close_2025_5,2025-06-19,history_lsa,73,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
29,decision_close_2025_5,2025-06-19,history_qwen_all,73,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
29,decision_close_2025_5,2025-06-19,history_qwen_inflation,73,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.1|scaling=fixed
29,decision_close_2025_5,2025-06-19,history_qwen_demand,73,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
29,decision_close_2025_5,2025-06-19,history_qwen_forward,73,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
29,decision_close_2025_5,2025-06-19,history_qwen_scores_only,73,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
29,decision_close_2025_5,2025-06-19,history_qwen_missing_only,73,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.1|scaling=fixed
29,decision_close_2025_5,2025-06-19,proxy_market,73,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
29,decision_close_2025_5,2025-06-19,proxy_market_lsa,73,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
29,decision_close_2025_5,2025-06-19,history_transformer,73,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
30,decision_close_2025_6,2025-07-24,history,74,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.1|scaling=fixed
30,decision_close_2025_6,2025-07-24,history_tfidf,74,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=0.001|scaling=column_standardized,history_tfidf|lambda=10|scaling=column_standardized
30,decision_close_2025_6,2025-07-24,history_lsa,74,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
30,decision_close_2025_6,2025-07-24,history_qwen_all,74,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
30,decision_close_2025_6,2025-07-24,history_qwen_inflation,74,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.1|scaling=fixed
30,decision_close_2025_6,2025-07-24,history_qwen_demand,74,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
30,decision_close_2025_6,2025-07-24,history_qwen_forward,74,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
30,decision_close_2025_6,2025-07-24,history_qwen_scores_only,74,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
30,decision_close_2025_6,2025-07-24,history_qwen_missing_only,74,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.1|scaling=fixed
30,decision_close_2025_6,2025-07-24,proxy_market,74,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
30,decision_close_2025_6,2025-07-24,proxy_market_lsa,74,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
30,decision_close_2025_6,2025-07-24,history_transformer,74,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
31,decision_close_2025_7,2025-09-11,history,75,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.01|scaling=fixed
31,decision_close_2025_7,2025-09-11,history_tfidf,75,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=0.001|scaling=column_standardized,history_tfidf|lambda=10|scaling=column_standardized
31,decision_close_2025_7,2025-09-11,history_lsa,75,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
31,decision_close_2025_7,2025-09-11,history_qwen_all,75,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
31,decision_close_2025_7,2025-09-11,history_qwen_inflation,75,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.01|scaling=fixed
31,decision_close_2025_7,2025-09-11,history_qwen_demand,75,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
31,decision_close_2025_7,2025-09-11,history_qwen_forward,75,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
31,decision_close_2025_7,2025-09-11,history_qwen_scores_only,75,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
31,decision_close_2025_7,2025-09-11,history_qwen_missing_only,75,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.1|scaling=fixed
31,decision_close_2025_7,2025-09-11,proxy_market,75,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
31,decision_close_2025_7,2025-09-11,proxy_market_lsa,75,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
31,decision_close_2025_7,2025-09-11,history_transformer,75,history_transformer|lambda=0.01|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
32,decision_close_2025_8,2025-10-23,history,76,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.01|scaling=fixed
32,decision_close_2025_8,2025-10-23,history_tfidf,76,history_tfidf|lambda=0.001|scaling=row_only,history_tfidf|lambda=0.001|scaling=column_standardized,history_tfidf|lambda=0.01|scaling=row_only
32,decision_close_2025_8,2025-10-23,history_lsa,76,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=row_only
32,decision_close_2025_8,2025-10-23,history_qwen_all,76,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
32,decision_close_2025_8,2025-10-23,history_qwen_inflation,76,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.01|scaling=fixed
32,decision_close_2025_8,2025-10-23,history_qwen_demand,76,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
32,decision_close_2025_8,2025-10-23,history_qwen_forward,76,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
32,decision_close_2025_8,2025-10-23,history_qwen_scores_only,76,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
32,decision_close_2025_8,2025-10-23,history_qwen_missing_only,76,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.1|scaling=fixed
32,decision_close_2025_8,2025-10-23,proxy_market,76,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
32,decision_close_2025_8,2025-10-23,proxy_market_lsa,76,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
32,decision_close_2025_8,2025-10-23,history_transformer,76,history_transformer|lambda=0.01|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
33,decision_close_2025_9,2025-12-11,history,77,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.01|scaling=fixed
33,decision_close_2025_9,2025-12-11,history_tfidf,77,history_tfidf|lambda=0.001|scaling=row_only,history_tfidf|lambda=0.001|scaling=column_standardized,history_tfidf|lambda=0.01|scaling=row_only
33,decision_close_2025_9,2025-12-11,history_lsa,77,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=row_only
33,decision_close_2025_9,2025-12-11,history_qwen_all,77,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
33,decision_close_2025_9,2025-12-11,history_qwen_inflation,77,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.01|scaling=fixed
33,decision_close_2025_9,2025-12-11,history_qwen_demand,77,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
33,decision_close_2025_9,2025-12-11,history_qwen_forward,77,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
33,decision_close_2025_9,2025-12-11,history_qwen_scores_only,77,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
33,decision_close_2025_9,2025-12-11,history_qwen_missing_only,77,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.01|scaling=fixed
33,decision_close_2025_9,2025-12-11,proxy_market,77,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
33,decision_close_2025_9,2025-12-11,proxy_market_lsa,77,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
33,decision_close_2025_9,2025-12-11,history_transformer,77,history_transformer|lambda=1|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
34,decision_close_2026_1,2026-01-22,history,78,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.01|scaling=fixed
34,decision_close_2026_1,2026-01-22,history_tfidf,78,history_tfidf|lambda=0.001|scaling=row_only,history_tfidf|lambda=0.001|scaling=column_standardized,history_tfidf|lambda=0.01|scaling=row_only
34,decision_close_2026_1,2026-01-22,history_lsa,78,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=row_only
34,decision_close_2026_1,2026-01-22,history_qwen_all,78,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
34,decision_close_2026_1,2026-01-22,history_qwen_inflation,78,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.01|scaling=fixed
34,decision_close_2026_1,2026-01-22,history_qwen_demand,78,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
34,decision_close_2026_1,2026-01-22,history_qwen_forward,78,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
34,decision_close_2026_1,2026-01-22,history_qwen_scores_only,78,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
34,decision_close_2026_1,2026-01-22,history_qwen_missing_only,78,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.01|scaling=fixed
34,decision_close_2026_1,2026-01-22,proxy_market,78,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
34,decision_close_2026_1,2026-01-22,proxy_market_lsa,78,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
34,decision_close_2026_1,2026-01-22,history_transformer,78,history_transformer|lambda=1|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
35,decision_close_2026_2,2026-03-12,history,79,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.01|scaling=fixed
35,decision_close_2026_2,2026-03-12,history_tfidf,79,history_tfidf|lambda=0.001|scaling=row_only,history_tfidf|lambda=0.001|scaling=column_standardized,history_tfidf|lambda=0.01|scaling=row_only
35,decision_close_2026_2,2026-03-12,history_lsa,79,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=row_only
35,decision_close_2026_2,2026-03-12,history_qwen_all,79,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
35,decision_close_2026_2,2026-03-12,history_qwen_inflation,79,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.01|scaling=fixed
35,decision_close_2026_2,2026-03-12,history_qwen_demand,79,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
35,decision_close_2026_2,2026-03-12,history_qwen_forward,79,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
35,decision_close_2026_2,2026-03-12,history_qwen_scores_only,79,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
35,decision_close_2026_2,2026-03-12,history_qwen_missing_only,79,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.01|scaling=fixed
35,decision_close_2026_2,2026-03-12,proxy_market,79,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
35,decision_close_2026_2,2026-03-12,proxy_market_lsa,79,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
35,decision_close_2026_2,2026-03-12,history_transformer,79,history_transformer|lambda=1|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
36,decision_close_2026_3,2026-04-22,history,80,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.01|scaling=fixed
36,decision_close_2026_3,2026-04-22,history_tfidf,80,history_tfidf|lambda=0.001|scaling=row_only,history_tfidf|lambda=0.001|scaling=column_standardized,history_tfidf|lambda=0.01|scaling=row_only
36,decision_close_2026_3,2026-04-22,history_lsa,80,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=row_only
36,decision_close_2026_3,2026-04-22,history_qwen_all,80,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
36,decision_close_2026_3,2026-04-22,history_qwen_inflation,80,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.01|scaling=fixed
36,decision_close_2026_3,2026-04-22,history_qwen_demand,80,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
36,decision_close_2026_3,2026-04-22,history_qwen_forward,80,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
36,decision_close_2026_3,2026-04-22,history_qwen_scores_only,80,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
36,decision_close_2026_3,2026-04-22,history_qwen_missing_only,80,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.01|scaling=fixed
36,decision_close_2026_3,2026-04-22,proxy_market,80,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
36,decision_close_2026_3,2026-04-22,proxy_market_lsa,80,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
36,decision_close_2026_3,2026-04-22,history_transformer,80,history_transformer|lambda=1|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
